"","A10_S18_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A11_S21_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A7_S12_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A9_S15_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B10_S19_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B11_S22_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B7_S13_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B9_S16_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C2_S6_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C7_S14_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D0_S1_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D1_S4_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D3_S8_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D4_S10_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D5_S11_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E0_S2_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E1_S5_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E2_S7_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","F10_S20_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam"
"dp_gene7203",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0
"dp_gene7204",1,3,1,3,12,11,6,5,5,7,1,1,2,1,0,1,5,0,0
"dp_gene7205",1,0,3,1,1,0,2,0,0,1,0,0,0,0,0,0,3,0,0
"dp_gene7206",2,2,3,3,4,5,1,0,0,3,3,3,3,0,1,0,0,2,1
"dp_gene7207",0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0
"dp_gene7208",7,1,10,3,4,2,1,4,2,3,0,5,0,0,9,3,2,1,2
"dp_gene7209",2,0,0,1,0,5,3,0,5,2,2,0,0,0,0,1,2,0,2
"dp_gene7210",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3
"dp_gene7211",0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0
"dp_gene7212",2,0,1,1,3,2,1,0,0,0,0,3,1,0,1,2,0,3,0
"dp_gene7213",1,1,0,0,0,1,2,1,2,0,0,3,0,1,1,3,0,2,0
"dp_gene7214",0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
"dp_gene7215",54,41,33,37,58,74,154,52,155,122,132,192,43,108,184,312,334,276,52
"dp_gene7216",50,91,59,83,93,108,212,104,157,130,130,146,33,72,159,221,230,176,110
"dp_gene7217",0,0,3,0,1,1,5,0,2,1,6,6,0,3,3,53,31,40,40
"dp_gene7218",1,0,0,2,2,2,1,2,0,2,0,0,1,1,0,2,0,2,0
"dp_gene7219",21,11,35,28,31,33,33,18,8,23,7,10,0,1,10,24,10,15,3
"dp_gene7220",0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1
"dp_gene7221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7223",0,0,0,1,0,2,2,5,1,0,0,0,0,0,3,3,3,6,3
"dp_gene7224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7225",24,27,28,20,121,139,173,90,160,134,49,47,13,13,53,51,48,38,43
"dp_gene7226",1,5,1,5,2,1,1,1,3,0,1,0,0,0,2,2,0,2,3
"dp_gene7227",0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"dp_gene7228",900,719,662,481,222,268,394,208,285,255,252,274,90,110,316,554,535,370,464
"dp_gene7229",0,2,2,0,12,16,11,5,24,16,34,4,6,5,30,104,19,25,305
"dp_gene7230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7231",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"dp_gene7232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene7233",1,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,1,0
"dp_gene7234",0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene7235",0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene7236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7237",4,13,13,6,6,5,19,4,10,10,4,10,0,0,10,7,1,8,3
"dp_gene7238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene7239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7240",0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,8,1,7,2
"dp_gene7241",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1
"dp_gene7242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7243",3,0,0,0,0,2,1,4,2,3,4,2,3,2,4,8,1,4,7
"dp_gene7244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7246",0,0,4,0,1,0,0,1,0,1,2,0,0,0,1,1,2,0,6
"dp_gene7247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"dp_gene7248",0,4,4,15,38,32,23,27,44,26,28,15,5,2,59,21,15,26,27
"dp_gene7249",32,11,16,15,2,2,2,0,0,0,0,0,0,0,2,2,0,1,2
"dp_gene7250",0,4,3,3,15,19,14,6,14,5,12,6,7,2,3,9,7,6,17
"dp_gene7251",3,1,0,1,2,0,0,3,1,0,0,1,0,0,0,1,0,1,0
"dp_gene7252",7,5,7,6,2,0,3,0,7,10,2,4,0,1,7,3,0,1,2
"dp_gene7253",0,0,0,0,0,0,0,2,0,0,3,12,6,10,7,36,42,22,14
"dp_gene7254",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,3,0
"dp_gene7255",0,6,6,19,43,45,35,35,58,27,37,27,12,4,64,26,21,34,41
"dp_gene7256",0,5,4,3,22,28,31,13,26,13,15,16,9,2,12,10,13,13,28
"dp_gene7257",2,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
"dp_gene7258",7,6,7,6,5,1,3,0,6,12,2,4,0,2,7,3,0,1,4
"dp_gene7259",218,203,223,209,131,180,275,179,227,231,83,139,26,55,110,84,96,86,39
"dp_gene7260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7261",0,1,0,0,3,6,11,3,26,9,120,105,55,54,182,439,259,336,318
"dp_gene7262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene7263",51,45,36,30,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7265",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,1,0,1
"dp_gene7266",0,2,1,1,0,0,1,0,2,0,0,0,0,0,1,1,6,0,0
"dp_gene7267",10,13,9,7,2,1,2,1,1,0,0,0,7,2,0,3,3,1,0
"dp_gene7268",0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,2,0,0,0
"dp_gene7269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene7271",0,0,2,0,0,0,0,0,5,0,24,14,1,3,28,8,7,8,13
"dp_gene7272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7274",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"dp_gene7275",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"dp_gene7276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene7278",6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dp_gene7279",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7280",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"dp_gene7281",15,9,11,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"dp_gene7282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7283",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"dp_gene7284",0,0,2,2,1,1,0,0,0,0,0,2,0,0,0,2,1,1,0
"dp_gene7285",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"dp_gene7286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7287",1,1,3,3,4,6,10,1,12,8,9,5,1,3,12,11,8,11,6
"dp_gene7288",16,21,4,6,0,0,0,4,0,0,1,0,0,0,3,21,25,15,9
"dp_gene7289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,12,3
"dp_gene7290",37,104,142,140,91,85,78,65,43,34,54,27,5,8,46,35,22,47,24
"dp_gene7291",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene7292",0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7293",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
"dp_gene7294",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7295",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
"dp_gene7296",0,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene7297",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"dp_gene7298",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7299",0,17,12,18,100,112,205,73,134,170,53,90,26,35,88,100,70,73,35
"dp_gene7300",0,2,5,5,3,4,5,2,5,8,0,8,7,7,0,4,16,6,4
"dp_gene7301",0,1,0,0,1,0,2,0,0,2,0,6,0,0,1,6,5,5,0
"dp_gene7302",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dp_gene7303",1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,4,0,0
"dp_gene7304",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"dp_gene7305",0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,5,6,2,2
"dp_gene7306",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0
"dp_gene7307",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0
"dp_gene7308",0,4,5,8,12,6,26,10,20,8,17,12,5,6,21,22,20,13,37
"dp_gene7309",6,4,6,2,0,1,0,0,0,1,0,1,0,1,3,5,14,9,2
"dp_gene7310",0,1,5,4,3,12,5,5,6,5,8,9,0,1,2,17,11,11,6
"dp_gene7311",40,39,20,8,0,0,1,1,1,0,26,35,2,35,59,42,8,9,46
"dp_gene7312",0,2,0,0,1,0,0,0,0,0,1,0,0,0,3,1,2,3,0
"dp_gene7313",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"dp_gene7314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7315",1,0,1,2,1,0,2,0,0,0,1,1,0,0,0,3,3,1,0
"dp_gene7316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7317",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene7318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7319",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"dp_gene7320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0
"dp_gene7321",55,103,47,62,19,25,22,17,2,4,10,5,0,0,6,1,3,8,7
"dp_gene7322",0,0,1,0,1,0,1,1,0,0,1,4,0,1,2,8,2,2,7
"dp_gene7323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"dp_gene7324",0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,2,2,1,5
"dp_gene7325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7327",1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7328",1,0,1,2,2,0,3,0,0,3,2,1,0,0,0,1,0,2,1
"dp_gene7329",1,0,1,2,2,0,3,0,0,3,2,1,0,0,1,0,0,2,0
"dp_gene7330",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"dp_gene7331",5,5,8,8,9,4,5,2,3,2,3,1,0,2,2,5,1,1,2
"dp_gene7332",1,1,3,3,2,0,5,2,3,0,3,0,8,4,11,5,4,6,4
"dp_gene7333",16,8,10,8,5,2,5,3,4,5,9,17,2,4,32,27,31,23,22
"dp_gene7334",7,12,10,22,8,6,5,8,1,1,1,2,0,1,0,2,3,1,0
"dp_gene7335",20,16,8,3,3,4,3,0,0,0,1,0,0,0,0,2,1,0,0
"dp_gene7336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7338",2,2,2,2,1,2,6,0,0,0,0,0,0,0,1,0,0,1,0
"dp_gene7339",0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"dp_gene7340",0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,1340,667,708,1273
"dp_gene7341",0,0,0,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0
"dp_gene7342",1,2,0,1,0,1,6,0,2,1,0,3,0,2,1,4,5,2,0
"dp_gene7343",1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"dp_gene7344",8,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7345",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7346",0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,5,1,1,9
"dp_gene7347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"dp_gene7348",55,64,57,42,58,45,72,55,77,51,65,59,18,40,90,135,51,93,152
"dp_gene7349",4,3,6,2,0,4,5,0,1,1,1,5,0,0,3,4,0,0,0
"dp_gene7350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"dp_gene7353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
"dp_gene7354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"dp_gene7355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
"dp_gene7357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene7360",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"dp_gene7361",0,3,1,0,3,1,1,0,3,2,1,3,1,2,0,4,1,0,4
"dp_gene7362",74,63,51,36,14,11,13,8,8,13,4,3,0,0,3,3,1,4,4
"dp_gene7363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7365",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,2,4
"dp_gene7366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene7367",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7368",4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene7372",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7373",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
"dp_gene7374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,11
"dp_gene7377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene7381",0,1,0,3,2,9,4,5,3,6,4,4,0,3,8,3,5,5,2
"dp_gene7382",2,11,6,4,16,8,8,5,6,3,27,23,4,16,36,104,71,83,79
"dp_gene7383",30,47,50,23,53,72,68,41,68,102,67,24,20,10,65,50,24,65,263
"dp_gene7384",1,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"dp_gene7385",0,0,0,1,1,0,1,1,0,0,6,0,0,1,0,8,0,1,9
"dp_gene7386",1027,1121,1178,1227,884,1081,1200,782,657,797,579,587,192,193,777,847,831,699,323
"dp_gene7387",5,11,11,7,14,21,17,7,18,27,17,12,3,2,13,21,19,11,13
"dp_gene7388",4,2,2,2,3,1,7,5,6,1,8,5,3,2,3,3,3,8,6
"dp_gene7389",8,6,1,0,3,4,3,0,5,2,2,5,0,0,0,0,5,1,5
"dp_gene7390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene7391",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7393",2,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0
"dp_gene7394",2,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0
"dp_gene7395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene7396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7397",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7398",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1
"dp_gene7399",3,1,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1
"dp_gene7400",1,0,1,0,0,0,3,0,0,3,1,3,0,0,0,3,6,7,4
"dp_gene7401",347,288,251,291,679,854,1309,622,1492,1261,488,679,187,224,722,529,460,366,283
"dp_gene7402",18,20,15,9,14,12,20,11,24,26,17,30,2,6,30,57,19,48,45
"dp_gene7403",1,2,1,0,0,1,1,1,0,2,3,6,0,1,3,21,9,15,10
"dp_gene7404",1,0,0,1,0,0,1,0,0,0,4,2,0,0,1,5,6,5,2
"dp_gene7405",0,2,0,2,2,1,3,1,2,0,1,3,0,0,0,2,3,0,0
"dp_gene7406",56,56,64,75,121,122,147,78,91,80,67,53,1,25,49,47,55,37,38
"dp_gene7407",3,0,1,3,0,0,2,0,0,0,0,1,0,0,2,1,1,3,0
"dp_gene7408",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7409",6,6,3,4,7,1,6,4,3,7,2,0,0,0,3,0,0,0,0
"dp_gene7410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7411",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7412",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"dp_gene7413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene7414",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7415",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"dp_gene7416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7417",1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,1,0,0
"dp_gene7418",0,0,0,0,1,1,7,3,3,9,0,4,0,2,0,5,9,4,1
"dp_gene7419",7,2,7,5,11,11,4,0,5,4,5,8,0,0,4,9,6,4,10
"dp_gene7420",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7424",4,3,1,0,0,1,7,1,4,3,0,2,0,0,0,4,4,1,3
"dp_gene7425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7428",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene7429",6,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene7430",2,4,8,9,37,57,51,28,31,53,18,18,1,4,10,7,4,4,3
"dp_gene7431",2,6,1,5,7,7,3,8,2,0,1,1,0,2,0,0,0,2,2
"dp_gene7432",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7433",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene7434",7,3,2,2,0,3,4,0,5,2,3,2,0,1,10,11,13,11,4
"dp_gene7435",3,3,1,3,5,1,0,3,0,4,9,4,4,1,2,3,7,3,8
"dp_gene7436",24,38,22,42,41,32,56,36,27,35,23,35,13,10,24,30,17,21,26
"dp_gene7437",4,4,5,8,4,4,9,6,9,9,7,16,6,8,24,13,11,8,3
"dp_gene7438",0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1
"dp_gene7439",3,5,7,4,12,9,20,10,12,9,2,5,3,2,9,10,9,8,1
"dp_gene7440",9,9,5,6,13,5,14,9,8,17,2,9,0,4,3,2,5,1,0
"dp_gene7441",2,16,8,31,75,79,93,48,53,50,19,33,6,9,49,62,59,55,13
"dp_gene7442",3,16,16,15,37,39,41,32,34,40,30,38,16,19,40,59,66,36,26
"dp_gene7443",0,1,0,2,5,10,10,2,38,21,54,150,7,26,43,947,1003,1009,37
"dp_gene7444",0,0,0,1,2,0,2,0,0,0,0,1,0,1,0,1,0,0,0
"dp_gene7445",0,0,2,2,2,5,2,2,0,3,0,0,0,0,2,0,2,0,0
"dp_gene7446",0,2,1,6,8,4,1,1,0,2,0,0,0,1,0,1,2,0,0
"dp_gene7447",0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene7449",2,3,1,0,2,3,1,2,2,0,0,0,0,0,1,1,0,0,2
"dp_gene7450",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,134,28,3,74
"dp_gene7451",0,4,1,0,6,6,3,3,1,3,0,0,0,0,0,0,0,0,3
"dp_gene7452",1,7,2,6,8,5,2,7,2,0,1,1,5,0,5,2,0,0,2
"dp_gene7453",1,3,3,5,8,5,2,2,0,0,0,0,0,0,0,3,0,1,4
"dp_gene7454",3,10,7,6,10,8,12,10,11,8,8,8,0,10,7,22,22,9,14
"dp_gene7455",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,9,14,25,3
"dp_gene7456",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"dp_gene7457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7460",1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
"dp_gene7461",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene7462",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene7463",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7466",29,37,22,27,53,61,60,38,18,29,16,4,0,4,21,31,8,17,18
"dp_gene7467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7470",0,0,0,0,3,5,2,2,1,3,0,0,0,0,1,1,1,1,1
"dp_gene7471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"dp_gene7472",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene7473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene7480",0,0,1,0,0,1,3,2,3,5,4,7,0,4,8,2,6,4,1
"dp_gene7481",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene7482",0,1,1,0,0,0,2,2,1,5,2,4,0,3,5,1,4,2,0
"dp_gene7483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene7484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
