UMM-S273-2.27-mRNA-1	GO:0008289 
UMM-S13-30.22-mRNA-1	GO:0015701
UMM-S2840-73.11-mRNA-1	GO:0015701
UMM-S13-30.28-mRNA-1	GO:0006457
UMM-S13-31.13-mRNA-1	GO:0004571
UMM-S13-31.14-mRNA-1	GO:0070182
UMM-S13-31.44-mRNA-1	GO:0003676
UMM-S13-31.45-mRNA-2	GO:0016021
UMM-S13-31.46-mRNA-1	GO:0003824
UMM-S13-31.24-mRNA-1	GO:0035091
UMM-S2864-26.53-mRNA-4	GO:0005524
UMM-S13-31.21-mRNA-1	GO:0005524
UMA-S13-32.48-mRNA-1	GO:0046872
UMM-S13-32.33-mRNA-1	GO:0046872
UMM-S13-32.34-mRNA-1	GO:0004526
UMM-S13-32.22-mRNA-1	GO:0016020
UMS-S13-32.6-mRNA-1	GO:0016020
UMM-S7-76.53-mRNA-1	GO:0004140
UMM-S13-32.28-mRNA-1	GO:0004140
UMS-S13-32.13-mRNA-1	GO:0016787
UMA-S336-1.55-mRNA-1	GO:0044390
UMA-S41-28.11-mRNA-1	GO:0044390
UMA-S2847-26.39-mRNA-1	GO:0044390
UMM-S7-40.0-mRNA-1	GO:0044390
UMM-S419-1.50-mRNA-1	GO:0005160
UMS-S419-1.34-mRNA-1	GO:0006836
UMM-S419-1.1-mRNA-1	GO:0060271
UMM-S419-1.43-mRNA-1	GO:0005096
UMM-S419-1.53-mRNA-1	GO:0007218
UMM-S419-1.11-mRNA-1	GO:0016021
UMM-S419-2.44-mRNA-1	GO:0005829
UMM-S419-2.6-mRNA-1	GO:0016021
UMM-S196-7.58-mRNA-1	GO:0006368
UMM-S419-2.1-mRNA-1	GO:0016020
UMA-S419-2.16-mRNA-1	GO:0055114
UMM-S2859-12.4-mRNA-1	GO:0016020
UMM-S2859-12.3-mRNA-1	GO:0016020
UMM-S419-2.11-mRNA-1	GO:0016020
UMM-S419-2.50-mRNA-1	GO:0003677
UMM-S419-3.29-mRNA-1	GO:0005886
UMM-S429-1.54-mRNA-2	GO:0004252
UMM-S419-3.42-mRNA-1	GO:0004252
UMA-S419-3.72-mRNA-1	GO:0043291
UMM-S419-3.46-mRNA-1	GO:0007218
UMM-S419-3.9-mRNA-1	GO:0030198
UMM-S233-16.33-mRNA-1	GO:0047710
UMS-S233-16.50-mRNA-1	GO:0016021
UMM-S233-16.9-mRNA-1	GO:0042626
UMA-S233-16.15-mRNA-1	GO:0005096
UMM-S233-15.16-mRNA-1	GO:0006886
UMM-S233-15.4-mRNA-1	GO:0035335
UMM-S233-15.20-mRNA-1	GO:0005634
UMS-S233-15.63-mRNA-1	GO:0016020
UMM-S233-15.1-mRNA-1	GO:0015031
UMM-S233-15.27-mRNA-1	GO:0031005
UMS-S233-15.53-mRNA-1	GO:0016787
UMM-S233-14.28-mRNA-1	GO:0016021
UMM-S233-14.70-mRNA-1	GO:0004656
UMM-S112-33.9-mRNA-1	GO:0004656
UMM-S233-14.34-mRNA-1	GO:0016021
UMM-S2854-18.9-mRNA-1	GO:0016021
UMM-S233-14.33-mRNA-1	GO:0005576
UMM-S233-14.25-mRNA-1	GO:0016020
UMM-S233-14.52-mRNA-1	GO:0005913
UMM-S233-13.79-mRNA-1	GO:0016020
UMS-S233-13.13-mRNA-1	GO:0016020
UMM-S2854-18.32-mRNA-1	GO:0016021
UMM-S207-0.56-mRNA-1	GO:0016021
UMM-S325-0.12-mRNA-1	GO:0016021
UMM-S233-13.32-mRNA-1	GO:0016021
UMM-S233-13.31-mRNA-1	GO:0005634
UMM-S233-13.39-mRNA-1	GO:0055114
UMM-S233-13.38-mRNA-1	GO:0005254
UMS-S233-13.20-mRNA-1	GO:0005813
UMS-S233-13.15-mRNA-1	GO:0008270
UMM-S233-13.26-mRNA-1	GO:0008237
UMM-S233-13.35-mRNA-1	GO:0006753
UMM-S233-12.40-mRNA-1	GO:0003677
UMM-S233-12.39-mRNA-1	GO:0005737
UMA-S233-12.19-mRNA-1	GO:0046872
UMM-S233-12.9-mRNA-1	GO:0046872
UMM-S233-12.38-mRNA-1	GO:0046872
UMM-S233-12.11-mRNA-1	GO:0046872
UMM-S233-12.34-mRNA-1	GO:0046872
UMA-S60-39.28-mRNA-1	GO:0016021
UMM-S60-39.16-mRNA-1	GO:0016021
UMS-S60-39.74-mRNA-1	GO:0016021
UMM-S10-33.53-mRNA-1	GO:0016020
UMM-S10-33.62-mRNA-1	GO:0006470
UMM-S10-33.60-mRNA-1	GO:0006470
UMM-S10-33.59-mRNA-1	GO:0016791
UMM-S10-32.58-mRNA-1	GO:0008324
UMA-S10-32.74-mRNA-1	GO:0003677
UMM-S10-33.44-mRNA-1	GO:0016887
UMM-S10-32.7-mRNA-1	GO:0016887
UMS-S10-32.30-mRNA-1	GO:0016887
UMM-S10-32.8-mRNA-1	GO:0016887
UMM-S10-32.55-mRNA-1	GO:0016021
UMM-S10-32.14-mRNA-1	GO:0005506
UMM-S10-32.3-mRNA-1	GO:0016021
UMM-S7-5.43-mRNA-1	GO:0022627
UMM-S10-31.47-mRNA-1	GO:0022627
UMM-S2873-6.78-mRNA-1	GO:0022627
UMM-S2844-20.4-mRNA-1	GO:0022627
UMM-S10-31.70-mRNA-1	GO:0008194
UMM-S10-32.56-mRNA-1	GO:0043565
UMM-S10-31.68-mRNA-1	GO:0016020
UMM-S50-19.7-mRNA-1	GO:0016021
UMM-S2852-9.59-mRNA-1	GO:0016021
UMM-S196-3.52-mRNA-1	GO:0016021
UMM-S10-31.67-mRNA-1	GO:0016021
UMS-S10-72.59-mRNA-1	GO:0016021
UMM-S233-9.51-mRNA-1	GO:0016010
UMM-S336-0.22-mRNA-1	GO:0006620
UMM-S2864-7.62-mRNA-1	GO:0006620
UMM-S2864-7.66-mRNA-1	GO:0008253
UMM-S2864-7.45-mRNA-1	GO:0000137
UMM-S2864-7.48-mRNA-1	GO:0005634
UMM-S2864-8.7-mRNA-1	GO:0016020
UMM-S2864-8.16-mRNA-1	GO:0005929
UMM-S2864-8.9-mRNA-1	GO:0003676
UMM-S2864-8.17-mRNA-1	GO:0008253
UMM-S2864-9.13-mRNA-1	GO:0016226
UMM-S2864-9.23-mRNA-1	GO:0016020
UMM-S2864-9.44-mRNA-1	GO:0016020
UMM-S2864-9.36-mRNA-1	GO:0016021
UMM-S2864-9.18-mRNA-1	GO:0016020
UMM-S60-17.49-mRNA-1	GO:0045454
UMM-S60-17.40-mRNA-1	GO:0045454
UMM-S60-17.47-mRNA-1	GO:0004812
UMS-S60-17.14-mRNA-1	GO:0004812
UMM-S60-17.22-mRNA-1	GO:0004672
UMM-S60-17.21-mRNA-1	GO:0005737
UMA-S60-16.6-mRNA-1	GO:0055114
UMM-S60-16.20-mRNA-1	GO:0016491
UMM-S60-16.45-mRNA-1	GO:0016021
UMM-S60-16.44-mRNA-1	GO:0016021
UMA-S60-16.12-mRNA-1	GO:0004553
UMS-S60-16.58-mRNA-1	GO:0005975
UMM-S60-16.22-mRNA-1	GO:0016020
UMA-S60-16.8-mRNA-1	GO:0016020
UMM-S60-16.17-mRNA-1	GO:0006457
UMS-S10-37.5-mRNA-1	GO:0006457
UMM-S419-3.48-mRNA-1	GO:0016021
UMM-S2866-0.10-mRNA-1	GO:0016021
UMM-S60-16.34-mRNA-1	GO:0016021
UMM-S2840-98.11-mRNA-1	GO:0035725
UMM-S60-16.15-mRNA-1	GO:0035725
UMM-S60-16.14-mRNA-2	GO:0016020
UMM-S60-14.19-mRNA-1	GO:0007417
UMA-S477-1.46-mRNA-1	GO:0030170
UMM-S10-57.17-mRNA-1	GO:0032509
UMM-S2838-45.71-mRNA-1	GO:0005829
UMM-S2840-44.43-mRNA-1	GO:0005829
UMM-S41-10.12-mRNA-1	GO:0005829
UMM-S7-11.44-mRNA-1	GO:0005524
UMM-S2868-25.48-mRNA-1	GO:0005524
UMM-S2844-21.10-mRNA-1	GO:0005524
UMM-S394-4.64-mRNA-1	GO:0005524
UMM-S41-10.7-mRNA-1	GO:0005524
UMA-S66-9.59-mRNA-1	GO:0005524
UMM-S41-10.8-mRNA-1	GO:0016567
UMM-S41-10.11-mRNA-1	GO:0016567
UMM-S196-3.48-mRNA-1	GO:0046872
UMM-S41-11.48-mRNA-1	GO:0055114
UMM-S41-11.15-mRNA-1	GO:0033962
UMM-S7-60.20-mRNA-1	GO:0033962
UMM-S41-11.41-mRNA-1	GO:0031012
UMM-S41-11.42-mRNA-1	GO:0060271
UMM-S259-14.51-mRNA-1	GO:0016021
UMM-S41-11.52-mRNA-1	GO:0016021
UMM-S259-14.50-mRNA-1	GO:0016021
UMM-S41-12.43-mRNA-1	GO:0005856
UMM-S196-6.49-mRNA-1	GO:0005856
UMM-S41-12.28-mRNA-1	GO:0004222
UMA-S41-13.67-mRNA-1	GO:0016021
UMA-S41-13.66-mRNA-1	GO:0016021
UMM-S41-13.96-mRNA-1	GO:0016021
UMM-S41-13.83-mRNA-2	GO:0016021
UMM-S41-13.11-mRNA-1	GO:0031597
UMM-S41-13.98-mRNA-1	GO:0005840
UMM-S41-13.99-mRNA-1	GO:0016021
UMM-S41-14.7-mRNA-1	GO:0016491
UMA-S41-14.11-mRNA-1	GO:0016491
UMM-S41-14.26-mRNA-1	GO:0003700
UMM-S41-14.27-mRNA-1	GO:0002119
UMM-S41-14.28-mRNA-1	GO:0008270
UMM-S41-14.35-mRNA-1	GO:0016020
UMM-S41-14.29-mRNA-1	GO:0016021
UMM-S2864-14.51-mRNA-1	GO:0005634
UMM-S7-19.44-mRNA-1	GO:0005634
UMM-S230-14.22-mRNA-1	GO:0016746
UMM-S429-1.42-mRNA-1	GO:0003756
UMM-S41-14.10-mRNA-1	GO:0016758
UMM-S71-4.52-mRNA-1	GO:0005634
UMM-S41-15.1-mRNA-1	GO:0005634
UMM-S41-15.0-mRNA-1	GO:0005634
UMM-S41-15.41-mRNA-1	GO:0008053
UMS-S41-15.33-mRNA-1	GO:0006585
UMM-S41-15.44-mRNA-1	GO:0016740
UMM-S41-15.19-mRNA-1	GO:0008188
UMM-S41-16.36-mRNA-1	GO:0008194
UMM-S41-16.43-mRNA-1	GO:0016020
UMM-S2845-26.45-mRNA-1	GO:0016020
UMM-S2840-26.71-mRNA-1	GO:0016020
UMM-S41-16.46-mRNA-1	GO:0005886
UMM-S41-16.47-mRNA-1	GO:0016021
UMM-S41-17.19-mRNA-1	GO:0004888
UMM-S50-1.51-mRNA-1	GO:0004888
UMM-S41-16.41-mRNA-1	GO:0004888
UMM-S41-17.54-mRNA-1	GO:0007606
UMM-S41-17.56-mRNA-1	GO:0016020
UMM-S41-17.12-mRNA-1	GO:0006508
UMM-S2868-22.90-mRNA-1	GO:0006508
UMM-S41-18.17-mRNA-1	GO:0015631
UMM-S41-18.21-mRNA-1	GO:0005524
UMM-S41-18.31-mRNA-1	GO:0003676
UMM-S41-18.13-mRNA-1	GO:0005739
UMM-S41-10.21-mRNA-1	GO:0003735
UMM-S41-18.20-mRNA-1	GO:0000447
UMA-S273-13.63-mRNA-1	GO:0030246
UMM-S41-19.83-mRNA-1	GO:0030246
UMM-S41-19.0-mRNA-1	GO:0003755
UMM-S41-19.74-mRNA-1	GO:0030246
UMM-S41-19.76-mRNA-1	GO:0016021
UMM-S41-19.85-mRNA-1	GO:0016021
UMM-S41-19.4-mRNA-1	GO:0016020
UMM-S41-19.5-mRNA-1	GO:0003677
UMM-S41-19.78-mRNA-1	GO:0016020
UMM-S41-19.20-mRNA-1	GO:0016020
UMM-S41-19.92-mRNA-1	GO:0016020
UMM-S41-20.13-mRNA-1	GO:0004028
UMS-S41-20.22-mRNA-1	GO:0006555
UMS-S41-20.23-mRNA-1	GO:0016020
UMM-S41-20.9-mRNA-2	GO:0016791
UMM-S41-20.42-mRNA-1	GO:0098793
UMM-S41-21.19-mRNA-1	GO:0044255
UMA-S41-21.10-mRNA-1	GO:0003723
UMA-S41-21.12-mRNA-1	GO:0006644
UMM-S41-21.39-mRNA-1	GO:0016020
UMM-S41-21.65-mRNA-1	GO:0005524
UMM-S41-21.66-mRNA-1	GO:0003723
UMS-S453-1.58-mRNA-1	GO:0016021
UMM-S41-22.38-mRNA-1	GO:0016021
UMA-S41-22.24-mRNA-1	GO:0005758
UMM-S41-22.36-mRNA-1	GO:0004364
UMM-S2840-20.75-mRNA-1	GO:0016020
UMM-S2840-75.17-mRNA-1	GO:0016020
UMM-S41-22.15-mRNA-1	GO:0016020
UMM-S41-23.21-mRNA-1	GO:0005506
UMS-S7-62.27-mRNA-1	GO:0030246
UMM-S41-23.92-mRNA-1	GO:0016021
UMM-S41-23.93-mRNA-1	GO:0016021
UMM-S41-23.94-mRNA-1	GO:0016021
UMM-S278-11.0-mRNA-1	GO:0016021
UMM-S66-4.56-mRNA-1	GO:0016021
UMA-S278-11.34-mRNA-1	GO:0003676
UMM-S278-11.3-mRNA-3	GO:0007229
UMM-S278-11.4-mRNA-1	GO:0035335
UMM-S278-11.14-mRNA-1	GO:0003723
UMM-S278-11.15-mRNA-1	GO:0016791
UMM-S278-11.8-mRNA-1	GO:0016021
UMM-S278-11.17-mRNA-1	GO:0090575
UMM-S278-11.31-mRNA-1	GO:0090575
UMM-S278-11.25-mRNA-1	GO:0016021
UMM-S278-12.97-mRNA-1	GO:0000902
UMM-S57-31.51-mRNA-1	GO:0000902
UMM-S473-1.88-mRNA-1	GO:0000902
UMM-S278-12.15-mRNA-1	GO:0016020
UMS-S278-12.47-mRNA-1	GO:0051082
UMA-S13-58.21-mRNA-1	GO:0051082
UMM-S278-12.17-mRNA-1	GO:0072659
UMM-S278-12.102-mRNA-1	GO:0016021
UMM-S278-12.88-mRNA-1	GO:0016021
UMM-S278-12.20-mRNA-1	GO:0005230
UMM-S278-12.21-mRNA-1	GO:0005737
UMM-S278-12.89-mRNA-1	GO:0005737
UMA-S278-12.78-mRNA-1	GO:0016020
UMM-S278-12.107-mRNA-1	GO:0005634
UMM-S278-12.94-mRNA-1	GO:0016020
UMM-S278-12.108-mRNA-1	GO:0016791
UMM-S397-1.18-mRNA-1	GO:0005789
UMM-S278-12.109-mRNA-1	GO:0005789
UMM-S13-1.20-mRNA-1	GO:0005737
UMM-S13-1.12-mRNA-1	GO:1905437
UMM-S322-1.71-mRNA-1	GO:0015074
UMM-S13-1.28-mRNA-1	GO:0006412
UMM-S13-1.29-mRNA-1	GO:0005524
UMM-S13-2.2-mRNA-1	GO:0007218
UMM-S13-2.6-mRNA-1	GO:0006355
UMM-S413-0.70-mRNA-1	GO:0016021
UMS-S57-11.17-mRNA-1	GO:0016021
UMA-S413-0.16-mRNA-1	GO:0051402
UMM-S413-0.41-mRNA-1	GO:0005471
UMM-S13-2.9-mRNA-10	GO:0005471
UMM-S413-0.68-mRNA-1	GO:0016887
UMM-S2847-20.49-mRNA-1	GO:0016887
UMM-S413-0.40-mRNA-1	GO:0006099
UMM-S413-0.49-mRNA-1	GO:0004748
UMM-S413-0.50-mRNA-1	GO:0004748
UMM-S13-81.39-mRNA-1	GO:0015074
UMM-S230-12.11-mRNA-1	GO:0015074
UMM-S13-2.48-mRNA-1	GO:0035721
UMM-S13-3.0-mRNA-1	GO:0016020
UMM-S13-3.30-mRNA-1	GO:0016021
UMM-S13-3.37-mRNA-1	GO:0001664
UMM-S13-3.12-mRNA-1	GO:0000398
UMM-S394-4.5-mRNA-1	GO:0016020
UMM-S394-4.69-mRNA-1	GO:0006914
UMM-S394-4.49-mRNA-1	GO:0030162
UMM-S394-4.26-mRNA-2	GO:0055114
UMM-S394-4.25-mRNA-1	GO:0048488
UMM-S394-4.65-mRNA-1	GO:0004601
UMM-S394-3.76-mRNA-1	GO:0042302
UMM-S394-3.85-mRNA-1	GO:0003735
UMM-S394-3.31-mRNA-1	GO:0032040
UMM-S394-3.74-mRNA-1	GO:0018107
UMM-S394-3.41-mRNA-1	GO:0016020
UMM-S394-3.82-mRNA-1	GO:0016020
UMM-S13-6.30-mRNA-1	GO:0016020
UMM-S296-6.15-mRNA-1	GO:0005509
UMM-S394-3.27-mRNA-1	GO:0004861
UMM-S394-3.70-mRNA-1	GO:0004861
UMM-S394-3.79-mRNA-1	GO:0004970
UMS-S394-3.46-mRNA-1	GO:0016021
UMM-S394-3.67-mRNA-1	GO:0005524
UMM-S394-2.104-mRNA-1	GO:0051228
UMM-S394-2.88-mRNA-1	GO:0005509
UMM-S394-2.21-mRNA-1	GO:0005524
UMM-S394-2.87-mRNA-1	GO:0032511
UMS-S394-2.42-mRNA-1	GO:0006355
UMM-S394-2.100-mRNA-1	GO:0045329
UMM-S394-1.104-mRNA-1	GO:0016020
UMM-S394-1.54-mRNA-1	GO:0005789
UMM-S394-1.101-mRNA-1	GO:0046872
UMM-S394-1.91-mRNA-1	GO:0032963
UMS-S394-1.12-mRNA-1	GO:0045454
UMM-S394-1.34-mRNA-1	GO:0016558
UMM-S394-1.51-mRNA-1	GO:0042393
UMM-S394-1.50-mRNA-1	GO:0007275
UMM-S394-3.80-mRNA-1	GO:0005509
UMM-S394-1.85-mRNA-1	GO:0005509
UMM-S394-1.84-mRNA-1	GO:0055114
UMM-S394-1.96-mRNA-1	GO:0042254
UMM-S394-1.94-mRNA-1	GO:0000175
UMM-S2859-5.40-mRNA-1	GO:0004416
UMM-S394-0.55-mRNA-1	GO:0004416
UMA-S394-0.73-mRNA-1	GO:0008612
UMM-S394-0.42-mRNA-1	GO:0046416
UMM-S394-0.11-mRNA-1	GO:0034663
UMM-S394-0.2-mRNA-1	GO:0007030
UMM-S394-0.8-mRNA-1	GO:0003824
UMM-S394-0.45-mRNA-1	GO:0007517
UMM-S394-0.6-mRNA-1	GO:0019905
UMM-S50-35.29-mRNA-1	GO:0019905
UMM-S394-0.0-mRNA-1	GO:0005634
UMM-S2864-22.3-mRNA-1	GO:0005856
UMA-S2864-23.47-mRNA-1	GO:0005634
UMM-S2864-23.7-mRNA-1	GO:0009794
UMM-S2864-23.8-mRNA-1	GO:0000075
UMA-S2864-23.52-mRNA-1	GO:0005978
UMM-S66-43.31-mRNA-1	GO:0005978
UMM-S66-43.51-mRNA-1	GO:0007264
UMM-S2864-23.25-mRNA-1	GO:0005737
UMM-S2864-24.22-mRNA-1	GO:0005730
UMM-S66-32.31-mRNA-1	GO:0030100
UMM-S2864-24.5-mRNA-1	GO:0016020
UMM-S2864-24.20-mRNA-1	GO:0006397
UMM-S2864-25.50-mRNA-1	GO:0016021
UMM-S2864-25.30-mRNA-1	GO:0015671
UMS-S2864-25.18-mRNA-1	GO:0004842
UMM-S2864-25.36-mRNA-1	GO:0016757
UMS-S2864-25.26-mRNA-1	GO:0003924
UMM-S10-87.78-mRNA-1	GO:0005730
UMM-S7-65.23-mRNA-1	GO:0007186
UMM-S2840-40.46-mRNA-1	GO:0016020
UMM-S10-45.42-mRNA-1	GO:0016020
UMM-S7-64.13-mRNA-1	GO:0016020
UMA-S10-81.32-mRNA-1	GO:0005739
UMM-S7-66.28-mRNA-1	GO:0045216
UMS-S57-46.3-mRNA-1	GO:0005737
UMM-S7-66.32-mRNA-1	GO:0005737
UMM-S7-66.29-mRNA-1	GO:0003677
UMM-S7-67.64-mRNA-1	GO:0003677
UMM-S2840-28.80-mRNA-1	GO:0005739
UMM-S66-45.62-mRNA-1	GO:0016567
UMM-S66-45.59-mRNA-1	GO:0016020
UMM-S66-45.21-mRNA-1	GO:0016021
UMS-S66-45.33-mRNA-1	GO:0035556
UMM-S66-44.27-mRNA-1	GO:0016740
UMM-S66-44.26-mRNA-1	GO:0016021
UMM-S66-44.20-mRNA-1	GO:0016020
UMM-S66-44.19-mRNA-1	GO:0005634
UMM-S2845-23.18-mRNA-1	GO:0005634
UMM-S2845-21.40-mRNA-1	GO:0005634
UMM-S2840-42.76-mRNA-1	GO:0003700
UMM-S2840-42.75-mRNA-1	GO:0003700
UMM-S66-44.10-mRNA-1	GO:0003700
UMM-S2840-42.77-mRNA-1	GO:0003700
UMM-S2868-0.24-mRNA-4	GO:0003723
UMM-S66-44.9-mRNA-1	GO:0016829
UMM-S66-43.32-mRNA-1	GO:0016787
UMM-S66-43.50-mRNA-1	GO:0005230
UMM-S341-6.19-mRNA-1	GO:0043565
UMM-S336-3.49-mRNA-1	GO:0043565
UMM-S2840-100.14-mRNA-1	GO:0043565
UMM-S233-13.29-mRNA-1	GO:0043565
UMM-S139-10.45-mRNA-1	GO:0016021
UMM-S139-10.5-mRNA-1	GO:0016020
UMS-S139-10.58-mRNA-1	GO:0000266
UMM-S139-10.42-mRNA-1	GO:0005789
UMM-S139-10.8-mRNA-1	GO:0032259
UMM-S139-10.7-mRNA-1	GO:0016020
UMM-S139-9.20-mRNA-1	GO:0006907
UMA-S139-9.31-mRNA-1	GO:0005839
UMM-S139-8.18-mRNA-1	GO:0016020
UMM-S139-8.44-mRNA-1	GO:0016020
UMM-S139-8.51-mRNA-1	GO:0016020
UMM-S139-8.43-mRNA-1	GO:0005615
UMM-S139-8.48-mRNA-1	GO:0004674
UMM-S2859-10.66-mRNA-1	GO:0016020
UMM-S2845-22.79-mRNA-1	GO:0050907
UMM-S13-64.13-mRNA-1	GO:0050907
UMM-S2845-25.25-mRNA-1	GO:0050907
UMM-S139-8.40-mRNA-1	GO:0050907
UMM-S2845-23.6-mRNA-1	GO:0050907
UMM-S139-8.47-mRNA-1	GO:0050907
UMM-S2845-20.41-mRNA-1	GO:0050907
UMM-S71-22.6-mRNA-1	GO:0050907
UMM-S50-29.11-mRNA-1	GO:0050907
UMM-S2840-61.10-mRNA-1	GO:0050907
UMM-S139-8.2-mRNA-1	GO:0046983
UMM-S207-18.17-mRNA-1	GO:0046983
UMM-S2864-5.32-mRNA-1	GO:0008432
UMM-S2864-5.37-mRNA-1	GO:0006744
UMM-S2864-4.60-mRNA-1	GO:0016267
UMM-S2864-4.16-mRNA-1	GO:0030425
UMM-S2864-4.19-mRNA-1	GO:0070569
UMM-S2864-4.54-mRNA-1	GO:0016020
UMM-S2864-4.46-mRNA-1	GO:0016021
UMM-S2864-3.71-mRNA-1	GO:0006508
UMM-S2864-3.67-mRNA-1	GO:0016020
UMM-S2864-3.68-mRNA-1	GO:0016020
UMM-S2864-3.34-mRNA-1	GO:0042302
UMM-S2864-3.65-mRNA-2	GO:0060285
UMM-S2840-52.26-mRNA-1	GO:0003735
UMM-S2840-82.54-mRNA-1	GO:0003735
UMA-S2864-2.46-mRNA-1	GO:0005739
UMA-S442-1.29-mRNA-1	GO:0003777
UMM-S13-17.29-mRNA-2	GO:2001135
UMM-S13-17.36-mRNA-1	GO:0003723
UMM-S13-16.50-mRNA-1	GO:0016021
UMM-S13-16.39-mRNA-1	GO:0016020
UMM-S13-16.7-mRNA-1	GO:0016021
UMM-S13-14.87-mRNA-1	GO:0016021
UMM-S13-15.41-mRNA-1	GO:0043652
UMM-S13-15.39-mRNA-1	GO:0005096
UMM-S13-14.81-mRNA-1	GO:0003676
UMM-S13-14.7-mRNA-1	GO:0003730
UMM-S13-14.6-mRNA-1	GO:0055114
UMM-S13-14.5-mRNA-1	GO:0055114
UMM-S13-14.76-mRNA-1	GO:0006811
UMM-S13-14.86-mRNA-1	GO:0005886
UMM-S13-14.75-mRNA-1	GO:0016020
UMM-S13-14.13-mRNA-1	GO:0007635
UMM-S13-14.74-mRNA-1	GO:0016192
UMM-S13-14.12-mRNA-1	GO:0005856
UMM-S13-13.46-mRNA-1	GO:0005615
UMM-S13-13.6-mRNA-1	GO:0016311
UMM-S13-13.1-mRNA-1	GO:0019825
UMM-S13-13.42-mRNA-2	GO:0003824
UMM-S7-42.52-mRNA-1	GO:0003735
UMM-S13-80.5-mRNA-1	GO:0006418
UMM-S13-79.47-mRNA-1	GO:0016021
UMM-S13-79.27-mRNA-1	GO:0016567
UMM-S13-79.41-mRNA-1	GO:0005634
UMA-S13-79.7-mRNA-1	GO:0016020
UMM-S13-78.71-mRNA-1	GO:0003676
UMS-S13-78.50-mRNA-1	GO:0046872
UMA-S13-78.82-mRNA-1	GO:0046872
UMM-S13-79.29-mRNA-1	GO:0003676
UMS-S13-78.35-mRNA-1	GO:0003676
UMS-S2847-25.6-mRNA-1	GO:0003676
UMS-S13-78.44-mRNA-1	GO:0003676
UMS-S13-78.43-mRNA-1	GO:0003676
UMM-S2847-25.54-mRNA-1	GO:0016021
UMM-S2847-25.44-mRNA-1	GO:0016021
UMM-S13-78.56-mRNA-1	GO:0031515
UMA-S13-78.84-mRNA-1	GO:0000287
UMM-S13-78.3-mRNA-1	GO:0046872
UMM-S13-78.52-mRNA-1	GO:0051537
UMM-S13-78.61-mRNA-1	GO:0004672
UMM-S2840-41.22-mRNA-1	GO:0016021
UMM-S13-77.29-mRNA-1	GO:0016021
UMS-S13-77.38-mRNA-1	GO:0016021
UMM-S2840-53.71-mRNA-1	GO:0030100
UMM-S230-18.20-mRNA-1	GO:0030100
UMM-S7-86.10-mRNA-2	GO:0030100
UMM-S7-86.2-mRNA-1	GO:0000104
UMM-S7-86.13-mRNA-1	GO:0016021
UMM-S7-86.14-mRNA-1	GO:0016020
UMM-S7-86.34-mRNA-1	GO:0044841
UMA-S412-1.73-mRNA-1	GO:0005663
UMA-S412-1.83-mRNA-1	GO:0006355
UMA-S412-1.81-mRNA-1	GO:0016020
UMM-S7-87.6-mRNA-1	GO:0006302
UMA-S7-87.26-mRNA-1	GO:0003746
UMM-S7-87.2-mRNA-1	GO:0004222
UMM-S397-2.23-mRNA-1	GO:0005921
UMM-S13-28.9-mRNA-1	GO:0005921
UMM-S7-87.51-mRNA-1	GO:0005921
UMM-S13-9.75-mRNA-5	GO:0005921
UMM-S7-87.9-mRNA-1	GO:0016021
UMM-S7-87.5-mRNA-1	GO:0005739
UMM-S7-88.39-mRNA-1	GO:0004860
UMM-S7-88.44-mRNA-1	GO:0003676
UMM-S7-88.45-mRNA-1	GO:0005737
UMM-S7-88.9-mRNA-1	GO:0043928
UMM-S7-88.41-mRNA-1	GO:0046872
UMA-S7-89.34-mRNA-1	GO:0016021
UMM-S7-89.2-mRNA-1	GO:0016021
UMA-S7-89.37-mRNA-1	GO:0006470
UMA-S7-89.38-mRNA-1	GO:0016020
UMM-S7-89.5-mRNA-1	GO:0003824
UMM-S7-89.16-mRNA-1	GO:0016021
UMS-S7-89.26-mRNA-1	GO:0070390
UMA-S7-89.44-mRNA-1	GO:0018230
UMM-S7-89.10-mRNA-1	GO:0016020
UMM-S7-61.56-mRNA-1	GO:0016020
UMM-S2840-3.48-mRNA-1	GO:0016020
UMM-S7-88.12-mRNA-1	GO:0016020
UMS-S7-90.27-mRNA-1	GO:0016020
UMM-S50-30.43-mRNA-1	GO:0016020
UMM-S41-5.33-mRNA-1	GO:0016020
UMM-S7-90.1-mRNA-1	GO:0005634
UMM-S7-90.8-mRNA-1	GO:0006508
UMM-S7-90.46-mRNA-1	GO:0003676
UMM-S7-90.3-mRNA-1	GO:0003676
UMS-S7-90.33-mRNA-1	GO:0016021
UMM-S7-90.11-mRNA-1	GO:0016021
UMM-S196-2.70-mRNA-1	GO:0005794
UMM-S196-0.32-mRNA-1	GO:0005794
UMM-S7-90.13-mRNA-1	GO:0004866
UMM-S7-91.25-mRNA-1	GO:0004930
UMM-S7-91.1-mRNA-1	GO:0016021
UMM-S7-91.34-mRNA-1	GO:0010951
UMM-S7-91.29-mRNA-1	GO:0003824
UMA-S7-91.17-mRNA-1	GO:0008270
UMM-S7-92.20-mRNA-1	GO:0016021
UMM-S2840-96.48-mRNA-1	GO:0016021
UMM-S7-92.13-mRNA-2	GO:0016021
UMM-S7-92.21-mRNA-1	GO:0003677
UMM-S7-92.22-mRNA-1	GO:0003677
UMM-S7-92.41-mRNA-1	GO:0000028
UMM-S7-92.31-mRNA-1	GO:0000028
UMM-S2840-13.25-mRNA-1	GO:0000028
